Donor_ID,Interest_Keywords,Engagement_Score,Legacy_Intent_Probability,Legacy_Intent_Binary,Board_Affiliations,Estimated_Age
109852,"Social Justice, Technology, Infrastructure",47.0,0.1,True,,
930116,Environment,34.0,0.1,False,,
211504,"Social Justice, Research, Faculty Development",72.5,0.1,False,,
668716,"Arts, Research",32.0,0.1,False,,
871889,"Arts, Healthcare, Social Justice",29.0,0.1,False,,
958002,"Global Programs, Environment",21.0,0.1,False,,28.0
454827,Environment,42.0,0.1,True,,
841821,Environment,42.0,0.1,False,,25.0
189092,"Arts, Student Support",62.5,0.55,True,,68.0
312149,"Student Support, Faculty Development",43.0,0.1,False,,
245993,Environment,34.0,0.1,False,,
603762,Social Justice,67.6,0.1,False,,
896573,Faculty Development,58.0,0.45,False,,
690192,Faculty Development,68.1,0.4,True,,80.0
565909,"Education, Technology",41.7,0.4,True,,89.0
955076,"Student Support, Healthcare, Global Programs",38.4,0.1,False,,22.0
271069,Social Justice,58.9,0.1,False,,50.0
422316,Education,39.0,0.1,False,,55.0
447871,Infrastructure,57.3,0.1,False,,45.0
602171,Infrastructure,26.1,0.1,False,,
262018,"Healthcare, Arts",36.0,0.1,False,,54.0
355652,Athletics,50.0,0.35,False,,38.0
158589,Technology,22.0,0.1,False,,27.0
669928,Global Programs,47.1,0.1,False,,
825657,Infrastructure,35.0,0.1,False,,45.0
380448,"Athletics, Infrastructure",38.1,0.1,True,,37.0
757966,Environment,35.0,0.3,True,,65.0
670019,Arts,25.0,0.1,False,,
229054,Faculty Development,29.0,0.1,True,,55.0
122238,"Technology, Global Programs",27.0,0.4,False,,78.0
964996,Technology,34.0,0.1,False,,
146688,"Athletics, Global Programs",21.0,0.1,False,,44.0
207809,"Research, Athletics",42.0,0.1,False,,32.0
671098,Healthcare,61.1,0.1,True,,
411152,"Education, Faculty Development, Global Programs",30.5,0.1,False,,
207548,"Athletics, Arts",51.0,0.3,False,,65.0
636391,Education,37.0,0.1,False,,22.0
977116,"Education, Global Programs",40.0,0.4,False,,78.0
535457,Social Justice,34.8,0.1,False,,
248724,Research,43.6,0.25,False,,47.0
101269,Arts,39.1,0.1,False,,22.0
335208,Arts,81.4,0.65,True,,64.0
125166,Technology,46.1,0.35,True,,
337686,"Student Support, Infrastructure",44.0,0.1,False,,36.0
547883,"Athletics, Environment, Technology",40.0,0.3,True,,64.0
504103,Faculty Development,41.0,0.1,False,,30.0
254535,Infrastructure,43.8,0.1,False,,36.0
470472,"Environment, Athletics",26.6,0.3,False,,64.0
787199,"Faculty Development, Technology, Infrastructure",25.0,0.1,False,,22.0
400780,"Student Support, Research, Faculty Development",28.0,0.1,False,,
336856,"Technology, Faculty Development, Environment",35.1,0.1,False,,
817663,Social Justice,37.0,0.1,False,,
503433,"Student Support, Social Justice",32.2,0.3,True,,65.0
820126,"Education, Technology, Global Programs",34.0,0.1,False,,53.0
849575,Global Programs,60.4,0.35,True,,
962752,Infrastructure,61.6,0.1,False,,
217869,"Environment, Technology",30.0,0.1,False,,51.0
615711,Infrastructure,32.0,0.1,False,,47.0
277795,"Athletics, Technology",28.3,0.1,False,,
215485,Student Support,51.0,0.1,False,,
335428,"Social Justice, Global Programs, Arts",71.2,0.35,False,,
206678,Research,65.1,0.1,False,,
395503,"Faculty Development, Technology",46.2,0.3,False,,61.0
474664,"Research, Arts",60.7,0.1,True,,54.0
179995,Arts,45.0,0.1,False,,
745604,"Infrastructure, Student Support",46.7,0.1,False,,
449935,"Faculty Development, Education",25.0,0.1,False,,
224099,"Arts, Environment",42.0,0.1,False,,
478004,"Faculty Development, Technology",25.0,0.1,False,,
188923,"Athletics, Healthcare",68.5,0.65,True,,58.0
145452,"Social Justice, Technology, Global Programs",43.0,0.1,False,,
733870,"Technology, Athletics, Arts",38.0,0.1,False,,38.0
258442,"Research, Technology",35.1,0.1,False,,39.0
286717,Infrastructure,81.0,0.45,False,,
549449,Student Support,44.0,0.1,False,,
656249,Environment,21.0,0.1,False,,50.0
451109,"Arts, Athletics, Environment",41.0,0.1,False,,
728738,"Technology, Infrastructure, Environment",37.0,0.1,False,,
290175,"Infrastructure, Faculty Development",24.2,0.1,False,,
812437,Research,68.2,0.3,False,,59.0
545901,"Technology, Social Justice",56.6,0.65,False,,68.0
257517,"Student Support, Environment",68.0,0.1,False,,
799686,"Technology, Environment",33.0,0.1,False,,
820540,Education,28.0,0.1,False,,33.0
416212,"Education, Athletics, Arts",27.0,0.1,False,,
755106,Education,27.2,0.1,False,,40.0
957276,"Social Justice, Infrastructure",31.9,0.1,False,,
400947,"Athletics, Arts, Technology",26.0,0.1,False,,
465308,"Faculty Development, Athletics, Research",62.0,0.3,True,,56.0
208970,"Global Programs, Environment, Technology",53.0,0.1,True,,
384261,Global Programs,44.0,0.1,True,,
623502,Environment,34.5,0.25,False,,
793875,Athletics,25.0,0.1,False,,40.0
487042,"Athletics, Global Programs",62.9,0.1,False,,
378293,Education,35.0,0.1,False,,
950100,"Technology, Athletics",43.2,0.1,False,,
845859,Environment,47.2,0.3,True,,56.0
937480,Environment,23.0,0.1,False,,
180079,"Athletics, Technology, Healthcare",35.0,0.4,False,,87.0
927175,"Athletics, Arts, Student Support",35.0,0.1,False,,51.0
102284,Student Support,44.8,0.1,False,,
255863,Infrastructure,27.0,0.1,False,,
915565,"Infrastructure, Education, Healthcare",86.0,0.45,False,,51.0
787712,"Global Programs, Student Support",60.1,0.4,False,,73.0
253709,Technology,66.9,0.1,False,,50.0
435812,Arts,57.2,0.4,False,Nonprofit Board,91.0
254958,Environment,54.9,0.1,False,,
509573,"Global Programs, Social Justice",37.0,0.1,False,,
568394,Environment,45.0,0.1,False,,55.0
856383,"Research, Student Support",43.2,0.4,False,,69.0
935558,"Healthcare, Research",26.0,0.4,True,,79.0
923704,"Global Programs, Athletics, Infrastructure",20.0,0.1,False,,
601672,Global Programs,32.4,0.1,False,,
954222,Student Support,21.0,0.1,False,,22.0
170583,Education,45.0,0.1,False,,47.0
705912,Research,52.0,0.4,True,,96.0
548217,"Arts, Research",57.0,0.3,False,,56.0
392003,"Global Programs, Infrastructure, Social Justice",50.4,0.25,False,,45.0
251695,Faculty Development,43.0,0.4,True,,66.0
194840,"Faculty Development, Student Support, Research",51.0,0.4,False,,85.0
438746,Faculty Development,32.1,0.1,False,,
290706,"Student Support, Education",42.0,0.1,True,,
904819,Research,44.3,0.1,False,,
503720,Athletics,44.0,0.3,False,,63.0
469737,"Research, Technology",40.1,0.1,False,,
434826,"Technology, Education",32.0,0.1,False,,
618213,"Athletics, Infrastructure, Faculty Development",37.0,0.1,False,,41.0
604667,Student Support,43.6,0.1,False,,
827104,"Research, Technology",31.0,0.1,False,,
534052,Technology,57.8,0.1,False,,
730973,"Environment, Global Programs",39.0,0.1,False,,36.0
932046,Infrastructure,28.1,0.1,False,,
767527,Social Justice,33.0,0.1,True,,
449663,Global Programs,37.1,0.1,True,,
244935,"Student Support, Healthcare, Faculty Development",31.0,0.3,False,,64.0
941105,Infrastructure,46.8,0.55,False,,63.0
785720,"Social Justice, Global Programs",43.0,0.1,False,,36.0
357853,Technology,30.0,0.1,False,,
501798,"Environment, Research",36.0,0.1,False,,42.0
538996,"Faculty Development, Athletics",40.4,0.45,False,,50.0
676023,"Healthcare, Faculty Development",60.0,0.1,False,,
621249,"Environment, Athletics",27.0,0.4,True,,72.0
664917,Global Programs,50.2,0.35,False,,
659699,Faculty Development,25.0,0.1,True,,52.0
616530,Athletics,37.0,0.4,False,,66.0
658339,"Faculty Development, Healthcare",53.2,0.1,False,,41.0
662259,Athletics,42.1,0.4,False,,69.0
961304,Environment,36.0,0.1,True,,46.0
503310,"Faculty Development, Global Programs",47.8,0.1,False,,
187679,"Technology, Infrastructure",56.8,0.45,True,,
709184,"Research, Social Justice",44.2,0.3,True,,58.0
849649,"Healthcare, Infrastructure",60.0,0.45,False,,
542332,Research,43.0,0.1,False,,
652542,Education,64.8,0.35,False,,
705947,Research,26.0,0.1,False,,
914316,Student Support,32.0,0.1,False,,50.0
827186,"Athletics, Healthcare",36.0,0.1,False,,
950701,Athletics,27.0,0.4,False,,84.0
884632,Technology,31.1,0.1,False,,
329988,Environment,57.0,0.1,False,,
837246,Research,39.0,0.1,False,,52.0
191488,"Education, Technology",29.0,0.1,False,,
346617,"Student Support, Technology",35.0,0.1,False,,
479279,Infrastructure,72.0,0.65,False,,63.0
103005,Student Support,43.0,0.4,False,,84.0
313154,Faculty Development,35.9,0.1,False,,
991913,"Education, Athletics, Faculty Development",41.8,0.1,False,,
117987,"Athletics, Global Programs, Infrastructure",34.0,0.1,True,,
480002,Faculty Development,62.3,0.4,False,,87.0
685498,"Student Support, Environment",70.0,0.45,True,,25.0
596947,"Healthcare, Faculty Development, Environment",41.2,0.1,False,,
240082,"Education, Environment",40.1,0.3,True,,56.0
215507,"Technology, Infrastructure",35.0,0.1,True,,40.0
162471,"Arts, Research",40.4,0.45,True,,22.0
466317,"Healthcare, Faculty Development, Education",24.0,0.1,False,,
478387,Environment,53.5,0.1,False,,
989980,Arts,39.5,0.4,False,,69.0
990586,Athletics,34.2,0.1,False,,25.0
916470,"Environment, Faculty Development, Technology",27.0,0.4,False,,89.0
958794,"Technology, Faculty Development",62.2,0.3,False,,60.0
246118,Research,54.0,0.1,False,,
409012,Environment,23.0,0.1,False,,48.0
582752,Education,41.0,0.1,False,,
251141,Infrastructure,25.0,0.1,False,,42.0
975825,"Student Support, Athletics",39.0,0.1,False,,22.0
994762,"Student Support, Faculty Development",41.0,0.1,False,,
678290,"Education, Environment",43.0,0.1,False,,
541531,"Social Justice, Athletics",31.0,0.4,True,,79.0
354276,Athletics,41.0,0.1,False,,38.0
320974,Arts,40.0,0.1,False,,
968034,"Arts, Education",38.5,0.35,True,,
335496,"Global Programs, Social Justice",62.0,0.1,False,,42.0
158579,"Student Support, Arts, Infrastructure",32.0,0.4,True,,74.0
883281,"Education, Student Support",49.0,0.1,False,,51.0
244495,"Global Programs, Faculty Development",25.0,0.1,False,,51.0
222930,"Social Justice, Infrastructure",31.0,0.3,False,,64.0
829578,"Research, Social Justice, Student Support",29.2,0.1,False,,27.0
838158,"Infrastructure, Research",41.0,0.1,False,,
250026,"Global Programs, Arts",69.3,0.1,False,,
495796,"Infrastructure, Global Programs, Technology",52.6,0.1,False,,
868691,"Student Support, Athletics, Education",34.0,0.1,False,,46.0
127626,"Research, Student Support",34.0,0.1,False,,
829937,"Arts, Infrastructure, Technology",40.1,0.1,False,,
545339,Technology,73.6,0.45,False,,
489739,Global Programs,61.0,0.1,False,,
156710,Athletics,46.2,0.1,False,,
835473,Athletics,43.0,0.1,False,,22.0
211159,"Environment, Research, Arts",43.0,0.1,False,,54.0
794940,Environment,44.2,0.45,False,,28.0
709859,"Student Support, Environment",44.0,0.1,False,,
177353,Student Support,20.0,0.1,False,,39.0
599988,"Technology, Athletics",71.7,0.25,False,,
978116,Education,26.0,0.4,False,,73.0
722776,"Student Support, Healthcare, Technology",59.0,0.1,True,,25.0
265856,"Technology, Student Support, Global Programs",24.0,0.1,True,,
131652,Education,32.1,0.1,False,,45.0
254021,Social Justice,34.4,0.1,False,,48.0
482986,"Social Justice, Athletics",68.0,0.45,False,,
248140,Global Programs,51.1,0.1,False,,44.0
182830,"Environment, Social Justice",26.1,0.1,False,,39.0
356949,"Athletics, Environment",28.0,0.1,False,,34.0
180808,Global Programs,45.0,0.1,False,,51.0
113083,"Arts, Faculty Development, Global Programs",41.0,0.1,False,,44.0
696831,Environment,24.0,0.4,True,,88.0
971437,Social Justice,28.0,0.4,True,,97.0
953238,Education,86.0,0.45,True,,
536726,"Faculty Development, Athletics, Infrastructure",32.0,0.1,False,,
256989,"Arts, Social Justice",44.1,0.55,True,,75.0
902598,"Infrastructure, Arts",41.3,0.3,False,,65.0
291285,Healthcare,48.4,0.1,False,,
592584,"Research, Student Support",81.9,0.45,True,,
879677,Education,63.1,0.1,False,,
246918,"Athletics, Faculty Development",44.0,0.1,False,,
884447,Faculty Development,22.0,0.1,False,,
653071,"Research, Environment, Student Support",61.6,0.45,False,,45.0
832497,"Infrastructure, Social Justice",31.0,0.3,True,,65.0
414056,"Global Programs, Faculty Development",44.0,0.1,False,,
593024,Social Justice,23.0,0.1,False,,
531512,"Arts, Healthcare, Research",35.0,0.1,False,,
857656,"Global Programs, Research, Social Justice",59.1,0.35,True,,
453723,"Student Support, Research",46.7,0.25,False,,
565540,"Education, Social Justice, Arts",39.3,0.1,False,,35.0
919354,"Student Support, Technology, Faculty Development",43.1,0.3,True,,61.0
776171,"Infrastructure, Athletics",47.1,0.1,False,,
829019,Environment,22.0,0.1,False,,
113851,"Social Justice, Infrastructure",43.3,0.1,False,,45.0
400699,"Education, Student Support",32.0,0.1,False,,44.0
216671,Environment,31.0,0.1,False,,43.0
263459,Technology,30.3,0.4,False,,74.0
162915,"Arts, Faculty Development, Athletics",45.0,0.4,False,,68.0
773662,Healthcare,70.0,0.75,True,,70.0
133679,"Healthcare, Infrastructure",20.0,0.4,True,,83.0
733521,"Research, Athletics, Global Programs",90.0,0.45,True,,
887619,"Social Justice, Student Support, Technology",31.0,0.1,False,,47.0
282012,Infrastructure,39.3,0.25,True,,33.0
627743,"Technology, Athletics",77.0,0.45,True,,40.0
268137,Infrastructure,42.3,0.4,True,,74.0
111395,"Research, Technology",23.1,0.1,False,,
515645,Student Support,47.1,0.4,True,,86.0
973128,Faculty Development,36.0,0.1,False,,
544198,Infrastructure,37.0,0.1,False,,
812930,Student Support,32.0,0.1,False,,22.0
576364,"Social Justice, Faculty Development",26.0,0.3,True,,56.0
681074,"Social Justice, Arts",25.0,0.1,False,,
845964,Education,58.0,0.45,True,,
969812,Social Justice,68.0,0.45,True,,
370589,Athletics,33.0,0.1,False,,
699853,"Education, Healthcare, Social Justice",41.0,0.1,False,,22.0
626251,Faculty Development,65.0,0.45,True,,22.0
420899,Global Programs,70.9,0.1,False,,46.0
843810,"Athletics, Social Justice",24.0,0.1,False,,
338356,"Arts, Technology",46.0,0.1,True,,
544250,"Environment, Education",27.0,0.1,False,,
264417,"Technology, Student Support",36.7,0.1,False,,52.0
385031,Education,29.0,0.1,False,,37.0
196402,Research,36.0,0.3,False,,62.0
646833,"Arts, Infrastructure",43.0,0.1,False,,
495900,Global Programs,55.2,0.4,False,,80.0
231211,"Global Programs, Environment",45.0,0.1,False,,
879233,"Education, Environment, Technology",22.0,0.4,True,,66.0
322155,Technology,26.1,0.1,False,,
519852,Technology,21.2,0.1,True,,55.0
749114,"Technology, Environment",25.3,0.1,False,,30.0
158716,"Environment, Infrastructure, Education",33.0,0.1,False,,29.0
329540,Athletics,44.0,0.1,False,,
511346,"Environment, Technology",31.4,0.1,False,,48.0
292616,"Global Programs, Student Support, Environment",27.0,0.1,True,,49.0
962458,Student Support,26.1,0.1,False,,
882233,"Infrastructure, Arts, Environment",43.1,0.25,False,,
686462,Infrastructure,36.0,0.1,False,,33.0
734475,Research,39.0,0.4,False,,80.0
982600,"Infrastructure, Arts",45.1,0.1,False,,
180959,Faculty Development,26.0,0.1,False,,25.0
956223,"Environment, Healthcare",40.9,0.1,False,,
826061,"Global Programs, Student Support, Research",41.1,0.1,False,,
591190,"Social Justice, Arts, Student Support",45.0,0.4,False,,82.0
600607,"Infrastructure, Research",29.0,0.1,True,,
428403,Environment,44.0,0.4,True,,66.0
784405,Environment,30.0,0.4,False,,68.0
773071,"Athletics, Education",50.2,0.35,False,,34.0
524778,"Environment, Arts",27.0,0.1,False,,
967438,Global Programs,53.0,0.1,True,,
498951,"Technology, Infrastructure",57.2,0.25,False,,
272830,"Arts, Student Support",29.0,0.1,False,,39.0
157327,Global Programs,42.2,0.1,False,,54.0
942362,Healthcare,29.0,0.1,False,,
489523,"Technology, Environment",54.7,0.1,False,,
778058,Global Programs,70.7,0.4,False,,87.0
544828,Healthcare,31.4,0.1,True,,
304189,"Infrastructure, Environment, Arts",23.0,0.1,False,,22.0
383031,Technology,23.1,0.4,False,,66.0
213666,Arts,56.3,0.1,True,,
209471,Arts,40.6,0.1,False,,47.0
181588,"Faculty Development, Technology, Healthcare",37.2,0.1,False,,
480320,"Student Support, Technology",48.0,0.1,False,,
732490,Environment,59.3,0.1,False,,
916628,"Athletics, Environment, Social Justice",48.1,0.1,False,,
987734,Student Support,34.0,0.1,False,,
451767,"Student Support, Technology",46.3,0.1,False,,
129411,"Healthcare, Global Programs",44.0,0.1,False,,22.0
351165,"Healthcare, Student Support, Infrastructure",69.2,0.4,True,,80.0
395915,Student Support,64.7,0.4,False,,78.0
270666,"Technology, Social Justice",36.0,0.1,False,,32.0
667875,"Arts, Healthcare, Student Support",25.8,0.1,False,,
168492,Education,35.4,0.1,False,,
322203,Student Support,26.1,0.1,False,,26.0
726116,Arts,34.0,0.1,False,,
111510,"Student Support, Healthcare",60.8,0.25,False,,
893270,Global Programs,53.9,0.25,True,,
424135,"Education, Research, Healthcare",47.0,0.1,False,,
296863,"Social Justice, Healthcare",41.0,0.1,False,,54.0
678490,Research,20.0,0.1,False,,
311524,"Faculty Development, Athletics, Environment",29.0,0.1,True,,
769399,Education,62.6,0.75,False,,69.0
133939,Student Support,96.0,0.65,False,,60.0
352009,"Global Programs, Technology",68.0,0.4,False,,81.0
382243,"Student Support, Arts, Faculty Development",48.3,0.25,False,,
189170,Infrastructure,50.1,0.3,False,,59.0
697817,Infrastructure,58.4,0.1,False,,
692232,"Technology, Global Programs",30.0,0.1,False,,55.0
147054,"Global Programs, Technology",52.8,0.3,False,,59.0
691123,Education,61.4,0.1,False,,
928611,Student Support,36.0,0.1,False,,22.0
607308,Healthcare,41.3,0.1,False,,
147899,"Athletics, Research, Environment",31.0,0.3,True,,60.0
150382,"Global Programs, Environment",79.4,0.65,False,,63.0
197738,Environment,35.8,0.25,True,,
423595,"Student Support, Social Justice",61.0,0.1,False,,
108890,"Student Support, Infrastructure, Environment",36.0,0.1,False,,
473973,Environment,21.0,0.1,False,,
888193,"Education, Social Justice",32.0,0.1,True,,
396120,Environment,54.9,0.4,False,,69.0
517476,Education,59.5,0.1,False,,
624514,Arts,53.8,0.1,False,,
304350,Arts,23.0,0.1,False,,
429748,"Faculty Development, Environment",70.3,0.1,False,,
888363,"Global Programs, Technology, Research",33.4,0.25,False,,25.0
509617,"Athletics, Technology, Environment",20.0,0.1,False,,51.0
860939,"Arts, Student Support",41.0,0.1,False,,30.0
473122,Education,52.4,0.1,False,,
235808,"Faculty Development, Research",42.7,0.1,True,,
836789,"Technology, Infrastructure",61.2,0.1,False,,
807459,"Infrastructure, Faculty Development",44.0,0.1,False,,
202110,Environment,52.3,0.1,False,,
447412,Global Programs,56.6,0.1,True,,44.0
527070,Infrastructure,46.3,0.25,False,,29.0
877468,Environment,58.7,0.25,False,,54.0
628040,"Infrastructure, Environment",40.0,0.1,False,,
205909,"Athletics, Faculty Development",57.7,0.3,True,,57.0
626570,"Healthcare, Environment, Arts",43.0,0.1,False,,
946719,Social Justice,20.0,0.1,False,,
912709,Infrastructure,41.4,0.1,False,,37.0
257482,Athletics,21.0,0.1,False,,45.0
124835,"Technology, Social Justice, Education",41.0,0.1,False,,33.0
715698,Faculty Development,56.7,0.45,False,,38.0
934739,Social Justice,84.0,0.45,False,,
500673,"Research, Athletics",38.2,0.1,True,,38.0
600121,"Environment, Faculty Development, Infrastructure",43.6,0.1,False,,42.0
714841,Global Programs,34.0,0.1,False,,40.0
993415,"Education, Environment, Infrastructure",69.6,0.45,False,,
139225,Global Programs,26.0,0.1,False,,
404212,"Education, Research, Environment",57.6,0.45,True,,
269054,Arts,38.0,0.1,False,,
258898,Infrastructure,62.0,0.45,False,,
815520,Technology,55.2,0.1,True,,41.0
585602,"Healthcare, Faculty Development",48.3,0.1,False,,
182578,"Social Justice, Research",57.8,0.25,False,,52.0
756359,"Healthcare, Environment, Athletics",42.0,0.25,True,,40.0
197822,Global Programs,70.4,0.1,False,,
853362,"Student Support, Environment",42.6,0.25,False,,
342818,Global Programs,43.0,0.1,False,,37.0
326122,Environment,25.0,0.1,False,,
946699,"Arts, Global Programs",81.0,0.45,True,,36.0
814562,Healthcare,42.5,0.1,False,,
785999,"Healthcare, Faculty Development, Technology",34.0,0.1,False,,23.0
247705,Faculty Development,33.0,0.1,False,,
906172,"Healthcare, Global Programs",55.1,0.1,False,,53.0
853459,Environment,51.7,0.45,True,,25.0
268870,Education,40.2,0.35,False,,54.0
625986,"Social Justice, Environment",27.0,0.1,False,,
641380,"Faculty Development, Arts, Infrastructure",53.0,0.45,False,,
864118,Environment,44.0,0.1,False,,
738309,Athletics,51.7,0.1,False,,53.0
783037,Technology,36.1,0.25,True,,
648706,"Technology, Environment",20.0,0.1,False,,
905973,"Technology, Athletics, Infrastructure",50.1,0.1,False,,
457999,Social Justice,29.0,0.1,False,,
569217,"Healthcare, Education, Technology",25.0,0.1,False,,50.0
923501,Faculty Development,75.0,0.45,False,,
237570,Athletics,67.1,0.1,False,,
455488,Student Support,34.8,0.1,False,,35.0
404969,Faculty Development,30.0,0.3,False,,56.0
477819,Student Support,39.0,0.1,False,,48.0
753756,"Faculty Development, Social Justice",29.0,0.1,False,,22.0
997531,Infrastructure,62.9,0.25,False,,
551832,"Arts, Social Justice, Research",22.0,0.1,False,,
141956,"Athletics, Healthcare, Technology",35.2,0.1,False,,22.0
847385,Environment,89.0,0.75,True,,73.0
911781,"Athletics, Student Support",38.0,0.1,True,,50.0
816044,"Environment, Healthcare",43.0,0.1,False,,
506463,"Healthcare, Technology, Global Programs",33.1,0.1,False,,35.0
350725,"Technology, Faculty Development, Infrastructure",27.0,0.1,False,,45.0
318964,"Healthcare, Arts",54.6,0.4,False,,74.0
740037,Student Support,52.1,0.3,True,,65.0
736356,Athletics,34.2,0.1,False,,
178641,Healthcare,44.0,0.4,True,,97.0
259804,Education,27.0,0.4,False,,76.0
694438,"Research, Environment",25.0,0.1,False,,
758285,"Infrastructure, Education",23.0,0.1,False,,
621690,"Environment, Arts",57.2,0.1,False,,37.0
202137,"Healthcare, Social Justice",45.0,0.1,False,,
943816,Technology,52.9,0.4,False,,74.0
115667,"Social Justice, Healthcare",45.0,0.1,True,,
249550,"Healthcare, Student Support, Arts",65.1,0.1,False,,
903541,"Technology, Education",32.0,0.1,False,,38.0
424578,"Education, Environment, Infrastructure",35.0,0.1,False,,55.0
673713,Faculty Development,25.4,0.3,False,,59.0
936116,"Infrastructure, Student Support",62.0,0.45,False,,
919405,Global Programs,25.0,0.1,False,,
191401,Environment,59.1,0.1,True,,
623147,Student Support,29.0,0.1,True,,
198685,Athletics,34.0,0.1,False,,48.0
576900,Technology,36.5,0.25,False,,
428957,"Healthcare, Environment",28.0,0.4,False,,72.0
277961,"Environment, Faculty Development",45.1,0.1,True,,
409967,"Environment, Technology",23.0,0.1,False,,
269316,Education,21.0,0.1,False,,37.0
171472,Research,37.3,0.3,False,,59.0
393724,Infrastructure,73.1,0.1,False,,34.0
704516,Global Programs,45.0,0.1,False,,54.0
480977,"Social Justice, Research, Faculty Development",64.1,0.4,True,,83.0
470533,"Education, Technology, Healthcare",26.0,0.1,False,,
193563,Athletics,26.0,0.1,False,,
174589,Education,32.0,0.1,True,,48.0
287890,"Education, Social Justice",34.0,0.1,True,,37.0
845175,"Faculty Development, Education, Infrastructure",38.0,0.3,False,,56.0
909438,"Student Support, Environment, Arts",26.0,0.1,False,,
583122,Faculty Development,49.3,0.4,True,,78.0
370473,"Research, Education, Social Justice",23.0,0.1,True,,
596250,"Education, Student Support, Social Justice",37.0,0.1,False,,
368463,"Student Support, Healthcare",34.2,0.1,False,,23.0
900216,Infrastructure,66.1,0.4,True,,80.0
563518,"Faculty Development, Education",20.0,0.1,False,,
781880,"Infrastructure, Environment",40.0,0.4,True,,85.0
247269,"Infrastructure, Technology, Faculty Development",42.0,0.1,False,,
229988,"Faculty Development, Research, Infrastructure",32.0,0.1,False,,
696360,"Education, Faculty Development",56.6,0.25,False,,
611976,"Environment, Student Support, Infrastructure",37.0,0.4,False,,81.0
141515,Technology,26.0,0.1,True,,
481128,Technology,21.0,0.1,True,,46.0
400548,Faculty Development,38.0,0.1,False,,52.0
520415,"Athletics, Faculty Development",70.0,0.3,True,,63.0
528902,"Research, Social Justice",45.0,0.1,False,,48.0
998630,"Research, Arts",37.0,0.1,False,,
749785,"Faculty Development, Student Support, Infrastructure",56.0,0.25,False,,
813644,"Athletics, Infrastructure, Arts",28.0,0.1,False,,
235249,"Infrastructure, Environment, Athletics",32.2,0.4,False,,66.0
562241,"Athletics, Global Programs, Technology",40.0,0.1,False,,
484546,Infrastructure,60.8,0.45,False,,63.0
637373,Student Support,47.0,0.1,True,,42.0
985874,"Technology, Global Programs",32.0,0.1,False,,47.0
754974,"Healthcare, Environment",79.2,0.4,False,,87.0
428881,"Faculty Development, Education",45.0,0.1,True,,
491835,Environment,32.2,0.1,False,,55.0
187546,Research,53.7,0.1,True,Nonprofit Board,
815339,"Arts, Faculty Development",49.1,0.1,False,,38.0
533265,"Athletics, Social Justice",36.1,0.1,False,,
630519,Technology,35.0,0.1,False,,
571955,"Social Justice, Student Support",44.4,0.1,False,,
375594,Social Justice,24.0,0.4,True,,83.0
815711,"Social Justice, Athletics",75.3,0.65,False,,62.0
750760,Environment,25.0,0.1,False,,
775143,Faculty Development,34.0,0.1,False,,
159830,Technology,52.2,0.1,False,,
877039,Arts,37.1,0.1,True,,
928994,"Social Justice, Arts",71.0,0.45,False,,
356709,Research,42.1,0.1,False,,
833736,"Research, Technology, Student Support",46.0,0.3,False,,62.0
961127,"Healthcare, Social Justice",61.5,0.1,False,Corporate Board,
688041,"Infrastructure, Research, Technology",34.0,0.1,False,,
108328,"Global Programs, Education",25.0,0.1,False,,47.0
262070,"Student Support, Global Programs, Healthcare",60.8,0.65,True,,70.0
994498,"Arts, Environment",44.1,0.25,True,,47.0
210412,Healthcare,50.2,0.1,False,,
404779,Student Support,61.9,0.1,False,,
494077,Research,22.3,0.1,False,,
265890,Arts,43.7,0.1,True,,23.0
697828,"Education, Technology, Student Support",38.2,0.1,False,,52.0
518675,"Environment, Research, Global Programs",41.9,0.3,True,,63.0
176523,Faculty Development,38.1,0.1,False,,36.0
333886,"Environment, Education, Social Justice",27.7,0.1,False,,
507081,"Social Justice, Athletics",54.2,0.1,False,,49.0
584734,"Faculty Development, Student Support",53.0,0.4,True,,87.0
801655,Research,36.0,0.1,True,,
198045,"Faculty Development, Student Support",38.0,0.1,True,,52.0
465887,Environment,25.0,0.1,False,,
588508,"Healthcare, Education, Infrastructure",37.0,0.1,False,,
591246,"Environment, Arts",54.1,0.1,False,,
773693,"Research, Healthcare, Global Programs",42.0,0.3,False,,62.0
661109,Arts,40.2,0.4,True,,76.0
958038,Infrastructure,41.0,0.1,False,,
587433,"Student Support, Environment",41.6,0.1,False,Hospital Board,37.0
214419,Education,33.2,0.1,False,,49.0
189991,"Athletics, Arts",21.0,0.1,False,,
289030,Research,32.0,0.4,False,,93.0
867324,"Athletics, Healthcare",51.1,0.3,False,,62.0
213611,Education,44.0,0.1,False,,48.0
516226,"Student Support, Healthcare, Education",32.0,0.1,False,,40.0
905533,Faculty Development,46.1,0.1,False,,
554153,"Research, Environment, Student Support",33.1,0.1,False,,27.0
309160,Education,30.0,0.1,False,,
521024,"Social Justice, Technology, Student Support",33.0,0.3,True,,65.0
444688,"Education, Arts, Technology",39.0,0.1,False,,
432697,Technology,23.7,0.1,False,,32.0
459057,"Social Justice, Environment",75.0,0.65,False,,57.0
733727,"Infrastructure, Faculty Development, Education",40.3,0.1,False,,41.0
609917,"Athletics, Technology, Social Justice",34.0,0.4,True,,66.0
322964,"Environment, Global Programs, Faculty Development",58.5,0.45,False,,
836405,Research,44.0,0.1,False,,48.0
